chr	start	end	strand	gene_id	gene_name
chr11	119044188	119045493	+	ENSG00000255114.1	ENSG00000255114
chr11	119044188	119057227	-	ENSG00000149428.21	HYOU1
chr11	119065263	119065677	-	ENSG00000271751.1	ENSG00000271751
chr11	119067374	119067698	-	ENSG00000272186.1	VPS11-DT
chr11	119067818	119081972	+	ENSG00000160695.16	VPS11
chr11	119084866	119093834	+	ENSG00000256269.11	HMBS
chr11	119093874	119095465	-	ENSG00000188486.4	H2AX
chr11	119096025	119108331	-	ENSG00000172269.20	DPAGT1
chr11	119101493	119102068	+	ENSG00000289124.1	ENSG00000289124
chr11	119102198	119118544	+	ENSG00000172375.14	C2CD2L
chr11	119121580	119136059	+	ENSG00000172273.13	HINFP
chr11	119149052	119162653	+	ENSG00000172350.10	ABCG4
chr11	119166568	119184016	+	ENSG00000160703.16	NLRX1
chr11	119185457	119190223	+	ENSG00000172367.16	PDZD3
chr11	119190250	119196769	-	ENSG00000248712.8	CCDC153
chr11	119206298	119313926	+	ENSG00000110395.7	CBL
chr11	119289562	119289677	-	ENSG00000222249.1	RNU6-262P
chr11	119308529	119321521	-	ENSG00000076706.17	MCAM
chr11	119312950	119313012	-	ENSG00000284148.1	MIR6756
chr11	119323293	119323409	-	ENSG00000252119.1	ENSG00000252119
chr11	119334527	119337309	+	ENSG00000173456.5	RNF26
chr11	119336249	119337309	-	ENSG00000245385.2	ENSG00000245385
chr11	119338942	119340940	-	ENSG00000223953.6	C1QTNF5
chr11	119338942	119346705	-	ENSG00000235718.9	MFRP
chr11	119355215	119381711	-	ENSG00000036672.16	USP2
chr11	119364359	119526664	+	ENSG00000245248.8	USP2-AS1
chr11	119372706	119381613	+	ENSG00000254740.2	ENSG00000254740
chr11	119402792	119404088	+	ENSG00000254590.1	ENSG00000254590
chr11	119403963	119404227	-	ENSG00000254892.1	ENSG00000254892
chr11	119415476	119424985	-	ENSG00000154096.14	THY1
chr11	119417951	119419114	+	ENSG00000263873.1	THY1-AS1
chr11	119444991	119445519	-	ENSG00000255377.1	DUXAP5
chr11	119584444	119586125	+	ENSG00000289553.1	ENSG00000289553
chr11	119602875	119604306	-	ENSG00000230716.3	KRT8P7
chr11	119608423	119659284	+	ENSG00000254561.4	ENSG00000254561
chr11	119623408	119729200	-	ENSG00000110400.11	NECTIN1
chr11	119656311	119656416	+	ENSG00000199217.1	RNU6-1123P
chr11	119709920	119713925	+	ENSG00000255247.1	NECTIN1-AS1
chr11	119729583	119739623	+	ENSG00000254854.1	NECTIN1-DT
chr11	119821304	119822129	-	ENSG00000254406.1	ENSG00000254406
chr11	119832966	119867682	+	ENSG00000287545.1	ENSG00000287545
chr11	119892700	119920003	+	ENSG00000288047.2	ENSG00000288047
chr11	119975745	120038251	+	ENSG00000286992.2	ENSG00000286992
chr11	119987952	119995037	-	ENSG00000254863.2	LINC02744
chr11	120008044	120013620	-	ENSG00000255216.2	ENSG00000255216
chr11	120026753	120028341	+	ENSG00000286731.1	ENSG00000286731
chr11	120111286	120185529	-	ENSG00000137699.17	TRIM29
chr11	120168977	120171679	+	ENSG00000176984.6	ENSG00000176984
chr11	120211032	120230334	+	ENSG00000184232.9	OAF
chr11	120236640	120319945	+	ENSG00000137709.10	POU2F3
chr11	120249759	120265932	-	ENSG00000259541.5	ENSG00000259541
chr11	120325296	120333686	+	ENSG00000181264.9	TLCD5
chr11	120336413	120489937	+	ENSG00000196914.9	ARHGEF12
chr11	120365666	120365963	+	ENSG00000274303.1	7SK
chr11	120511746	120988906	+	ENSG00000149403.13	GRIK4
chr11	120619934	120620267	-	ENSG00000255006.1	ELOCP22
chr11	120867933	120894797	-	ENSG00000250493.2	ENSG00000250493
chr11	120936102	120936654	-	ENSG00000254735.1	HMGB1P42
chr11	121024072	121090776	+	ENSG00000154114.13	TBCEL
chr11	121024125	121113108	+	ENSG00000285509.1	TBCEL-TECTA
chr11	121101243	121191490	+	ENSG00000109927.11	TECTA
chr11	121238304	121238688	+	ENSG00000254515.1	ENSG00000254515
chr11	121250270	121250978	-	ENSG00000244400.2	RPS4XP12
chr11	121292681	121313410	+	ENSG00000109929.10	SC5D
chr11	121361854	121362865	-	ENSG00000232460.4	BMPR1AP2
chr11	121418874	121419178	+	ENSG00000289391.1	ENSG00000289391
chr11	121426645	121427416	-	ENSG00000271022.1	ENSG00000271022
chr11	121447331	121453013	-	ENSG00000246790.2	SORL1-AS1
chr11	121452314	121633763	+	ENSG00000137642.13	SORL1
chr11	121674261	121928976	+	ENSG00000286044.1	ENSG00000286044
chr11	121979571	122025937	-	ENSG00000286023.1	ENSG00000286023
chr11	122004355	122004451	+	ENSG00000252556.1	RNU6-256P
chr11	122026093	122027667	+	ENSG00000286497.1	ENSG00000286497
chr11	122028325	122556721	-	ENSG00000255248.10	MIR100HG
chr11	122099757	122099844	-	ENSG00000207971.1	MIR125B1
chr11	122115340	122116215	-	ENSG00000259571.2	BLID
chr11	122146522	122146593	-	ENSG00000198975.2	MIRLET7A2
chr11	122152229	122152308	-	ENSG00000207994.1	MIR100
chr11	122294938	122301763	-	ENSG00000255015.1	ENSG00000255015
chr11	122295190	122308019	+	ENSG00000255219.1	ENSG00000255219
chr11	122449210	122449331	+	ENSG00000252776.1	RNU4ATAC10P
chr11	122451474	122451599	+	ENSG00000253035.1	RNU4ATAC5P
chr11	122579205	122579307	-	ENSG00000223265.1	RNU6-592P
chr11	122613444	122614486	-	ENSG00000254572.2	GLULP3
chr11	122618851	122619274	+	ENSG00000254935.1	ENSG00000254935
chr11	122655722	122814473	+	ENSG00000154127.10	UBASH3B
chr11	122679801	122681942	-	ENSG00000286341.1	ENSG00000286341
chr11	122726208	122726311	-	ENSG00000239079.1	ENSG00000239079
chr11	122751147	122851617	-	ENSG00000285909.1	ENSG00000285909
chr11	122838500	122872643	+	ENSG00000109943.9	CRTAM
chr11	122882683	122963862	+	ENSG00000109944.11	JHY
chr11	122927034	122927173	+	ENSG00000199709.1	RNU4-23P
chr11	122960327	122961086	+	ENSG00000254944.1	ATP5PBP5
chr11	122977570	122981834	-	ENSG00000188909.5	BSX
chr11	123017638	123018661	+	ENSG00000213184.3	ENSG00000213184
chr11	123035867	123036224	+	ENSG00000243669.2	RPL34P23
chr11	123049787	123050353	-	ENSG00000244641.2	RPS26P43
chr11	123051161	123051401	+	ENSG00000233541.4	RPL31P47
chr11	123057489	123063230	-	ENSG00000109971.14	HSPA8
chr11	123058077	123058161	-	ENSG00000200879.1	SNORD14E
chr11	123058909	123058995	-	ENSG00000207118.1	SNORD14D
chr11	123059335	123059422	-	ENSG00000202252.1	SNORD14C
chr11	123062608	123084877	+	ENSG00000288061.2	ENSG00000288061
chr11	123069872	123195248	-	ENSG00000166250.12	CLMP
chr11	123135923	123136376	-	ENSG00000255342.1	ENSG00000255342
chr11	123188802	123228502	+	ENSG00000254710.2	ENSG00000254710
chr11	123301390	123301523	+	ENSG00000200496.1	U8
chr11	123313657	123315340	-	ENSG00000254823.2	LINC02727
chr11	123340174	123340714	-	ENSG00000254407.1	PHBP17
chr11	123358428	123627774	+	ENSG00000023171.20	GRAMD1B
chr11	123381440	123381512	-	ENSG00000265357.1	MIR4493
chr11	123597946	123599452	-	ENSG00000254449.1	SF3A3P2
chr11	123629187	123655244	-	ENSG00000166257.10	SCN3B
chr11	123668499	123675569	+	ENSG00000254467.2	ENSG00000254467
chr11	123723914	123741675	-	ENSG00000166261.11	ZNF202
chr11	123753580	123754518	-	ENSG00000221931.3	OR6X1
chr11	123763927	123764089	+	ENSG00000200197.1	RNU1-21P
chr11	123805408	123806349	-	ENSG00000196099.5	OR6M1
chr11	123839035	123841930	-	ENSG00000254613.2	OR6M2P
chr11	123861822	123862521	-	ENSG00000254430.1	OR6M3P
chr11	123882920	123885670	-	ENSG00000204300.7	TMEM225
chr11	123902167	123909229	+	ENSG00000181518.4	OR8D4
chr11	123939617	123940573	+	ENSG00000171014.3	OR4D5
chr11	123942867	123943838	-	ENSG00000181499.3	OR6T1
chr11	123976661	123977781	-	ENSG00000196248.6	OR10S1
chr11	123994163	123995161	-	ENSG00000198674.3	OR10G6
chr11	124009655	124010012	+	ENSG00000226461.3	OR10G5P
chr11	124012997	124018732	+	ENSG00000254737.3	OR10G4
chr11	124023013	124023948	+	ENSG00000236981.1	OR10G9
chr11	124026798	124030634	+	ENSG00000234560.5	OR10G8
chr11	124036013	124041325	-	ENSG00000182634.9	OR10G7
chr11	124054793	124055707	+	ENSG00000213182.4	OR10D5P
chr11	124093592	124094532	-	ENSG00000186268.4	OR10D4P
chr11	124104965	124111092	-	ENSG00000213181.3	OR10N1P
chr11	124115404	124147721	+	ENSG00000110002.16	VWA5A
chr11	124158421	124159356	+	ENSG00000196403.4	OR10D1P
chr11	124183219	124188780	+	ENSG00000197309.4	OR10D3
chr11	124207183	124208112	+	ENSG00000239426.4	OR8F1P
chr11	124211707	124215828	+	ENSG00000255425.6	OR8G3P
chr11	124224732	124225666	+	ENSG00000181214.8	OR8G2P
chr11	124238420	124239486	+	ENSG00000276316.1	OR8G7P
chr11	124241095	124254364	+	ENSG00000197849.7	OR8G1
chr11	124256376	124266224	+	ENSG00000255298.5	OR8G5
chr11	124273970	124274581	+	ENSG00000255116.2	SLC5A4P1
chr11	124302831	124315099	-	ENSG00000196341.3	OR8D1
chr11	124319262	124320197	-	ENSG00000279116.3	OR8D2
chr11	124324871	124325789	-	ENSG00000254976.1	OR8B7P
chr11	124338783	124339662	-	ENSG00000255225.1	OR8B6P
chr11	124357560	124358469	-	ENSG00000255030.1	OR8B5P
chr11	124365465	124367298	-	ENSG00000227737.3	OR8B1P
chr11	124376877	124377801	-	ENSG00000229254.1	OR8C1P
chr11	124382394	124384499	-	ENSG00000284680.3	OR8B2
chr11	124395534	124399024	-	ENSG00000284609.2	OR8B3
chr11	124404234	124405102	-	ENSG00000255048.1	OR8X1P
chr11	124406997	124414792	-	ENSG00000285561.1	ENSG00000285561
chr11	124423942	124424871	-	ENSG00000280090.3	OR8B4
chr11	124437445	124445696	-	ENSG00000197125.3	OR8B8
chr11	124460534	124461485	+	ENSG00000255510.1	OR8A2P
chr11	124476963	124482870	-	ENSG00000229386.3	OR8B9P
chr11	124516311	124517242	-	ENSG00000254646.1	OR8B10P
chr11	124531625	124531910	+	ENSG00000255315.1	OR8A3P
chr11	124538500	124539334	-	ENSG00000254937.1	ENSG00000254937
chr11	124539635	124545333	-	ENSG00000170953.4	OR8B12
chr11	124566660	124582942	+	ENSG00000196119.8	OR8A1
chr11	124601584	124602238	+	ENSG00000255341.1	OR8Q1P
chr11	124611428	124620356	+	ENSG00000154143.3	PANX3
chr11	124622836	124635926	+	ENSG00000154144.13	TBRG1
chr11	124633113	124695707	-	ENSG00000110013.13	SIAE
chr11	124636459	124636592	+	ENSG00000200278.1	RNA5SP352
chr11	124673844	124697518	+	ENSG00000064199.7	SPA17
chr11	124739942	124747210	+	ENSG00000154146.13	NRGN
chr11	124744634	124746337	-	ENSG00000255045.1	ENSG00000255045
chr11	124747474	124752255	-	ENSG00000019102.12	VSIG2
chr11	124752583	124762290	-	ENSG00000149564.12	ESAM
chr11	124759129	124766119	+	ENSG00000250073.4	ESAM-AS1
chr11	124766498	124800706	-	ENSG00000120458.13	MSANTD2
chr11	124789240	124792818	-	ENSG00000279342.2	ENSG00000279342
chr11	124791228	124791660	+	ENSG00000254509.1	ENSG00000254509
chr11	124800424	124834487	+	ENSG00000245498.7	MSANTD2-AS1
chr11	124807822	124808269	-	ENSG00000254941.1	ENSG00000254941
chr11	124865432	124881471	+	ENSG00000154134.15	ROBO3
chr11	124883691	124887789	+	ENSG00000254568.1	ENSG00000254568
chr11	124883691	124898500	-	ENSG00000154133.15	ROBO4
chr11	124891304	124892126	+	ENSG00000254943.1	ENSG00000254943
chr11	124919205	124936412	-	ENSG00000165478.7	HEPACAM
chr11	124919244	124920677	+	ENSG00000221932.6	HEPN1
chr11	124949205	124954044	-	ENSG00000285825.2	CCDC15-DT
chr11	124954121	125041489	+	ENSG00000149548.15	CCDC15
chr11	125063302	125090516	+	ENSG00000134955.12	SLC37A2
chr11	125094389	125111763	-	ENSG00000150433.10	TMEM218
chr11	125112014	125113099	+	ENSG00000289631.1	ENSG00000289631
chr11	125113161	125126781	+	ENSG00000187686.4	KRT18P59
chr11	125132847	125139587	-	ENSG00000255475.1	ENSG00000255475
chr11	125158461	125164609	-	ENSG00000254880.1	PKNOX2-DT
chr11	125164687	125433389	+	ENSG00000165495.16	PKNOX2
chr11	125188115	125191404	+	ENSG00000259290.1	ENSG00000259290
chr11	125258626	125266798	-	ENSG00000254932.2	ENSG00000254932
chr11	125277552	125277657	+	ENSG00000222844.1	RNU6-321P
chr11	125442881	125592568	-	ENSG00000149557.14	FEZ1
chr11	125495214	125499528	+	ENSG00000255537.1	ENSG00000255537
chr11	125569280	125584684	+	ENSG00000149547.15	EI24
chr11	125574719	125574818	+	ENSG00000222297.1	RNU6-1156P
chr11	125591712	125625215	+	ENSG00000134910.14	STT3A
chr11	125625137	125625880	-	ENSG00000288907.1	ENSG00000288907
chr11	125625163	125676255	+	ENSG00000149554.14	CHEK1
chr11	125649746	125649887	+	ENSG00000252255.1	RNU2-35P
chr11	125671522	125680874	-	ENSG00000134940.14	ACRV1
chr11	125746279	125749867	+	ENSG00000171053.10	PATE1
chr11	125776113	125778828	-	ENSG00000196844.9	PATE2
chr11	125788127	125791600	+	ENSG00000236027.3	PATE3
chr11	125833316	125840072	+	ENSG00000237353.7	PATE4
chr11	125873031	125874528	-	ENSG00000260209.1	ENSG00000260209
chr11	125883614	125900646	+	ENSG00000198331.11	HYLS1
chr11	125893485	125903221	-	ENSG00000110060.9	PUS3
chr11	125903247	125938916	-	ENSG00000255027.2	ENSG00000255027
chr11	125903348	125943702	+	ENSG00000109832.14	DDX25
chr11	125940496	125941193	-	ENSG00000254790.1	ENSG00000254790
chr11	125946044	125958647	+	ENSG00000283703.3	VSIG10L2
chr11	125955796	126063335	-	ENSG00000064309.16	CDON
chr11	126067539	126068601	+	ENSG00000254759.1	NAP1L1P1
chr11	126100505	126102413	-	ENSG00000261257.1	ENSG00000261257
chr11	126121889	126128081	-	ENSG00000287666.1	ENSG00000287666
chr11	126160714	126176035	+	ENSG00000254833.1	ENSG00000254833
chr11	126179497	126179698	-	ENSG00000254771.1	ENSG00000254771
chr11	126202096	126211692	-	ENSG00000165526.9	RPUSD4
chr11	126208611	126209027	-	ENSG00000254694.1	ENSG00000254694
chr11	126211724	126262984	+	ENSG00000197798.9	FAM118B
chr11	126214260	126214478	-	ENSG00000222067.1	RNU4-86P
chr11	126245035	126245282	+	ENSG00000240098.3	RN7SL351P
chr11	126262938	126269144	-	ENSG00000182934.12	SRPRA
chr11	126269024	126278131	+	ENSG00000110074.12	FOXRED1
chr11	126278257	126278577	-	ENSG00000243607.3	RPL35AP26
chr11	126283065	126298845	+	ENSG00000150455.14	TIRAP
chr11	126292922	126294254	-	ENSG00000254905.1	ENSG00000254905
chr11	126294296	126304323	-	ENSG00000255062.2	ENSG00000255062
chr11	126304060	126350005	+	ENSG00000110063.10	DCPS
chr11	126340882	126355587	-	ENSG00000280832.2	GSEC
chr11	126355640	126440344	+	ENSG00000110080.20	ST3GAL4
chr11	126376773	126376893	-	ENSG00000278215.1	ENSG00000278215
chr11	126423358	127003460	-	ENSG00000149571.12	KIRREL3
chr11	126543947	126610948	+	ENSG00000257271.1	KIRREL3-AS1
chr11	126652852	126682104	+	ENSG00000254607.2	ENSG00000254607
chr11	126920188	126940659	-	ENSG00000254938.1	ENSG00000254938
chr11	126934886	126937150	-	ENSG00000279358.1	ENSG00000279358
chr11	126940746	126945090	+	ENSG00000254960.2	KIRREL3-AS2
chr11	126988458	126988542	-	ENSG00000266215.1	MIR3167
chr11	126992452	126995458	+	ENSG00000255317.1	ENSG00000255317
chr11	127002910	127006058	+	ENSG00000218109.6	KIRREL3-AS3
chr11	127021736	127172363	+	ENSG00000255087.5	ENSG00000255087
chr11	127188885	127223449	+	ENSG00000272642.2	ENSG00000272642
chr11	127271029	127337033	+	ENSG00000273409.3	LINC02712
chr11	127406028	127406332	-	ENSG00000222774.1	RN7SKP121
chr11	127407851	127408148	+	ENSG00000223315.1	RN7SKP279
chr11	127657568	127657877	+	ENSG00000254591.1	ENSG00000254591
chr11	127940913	127941654	-	ENSG00000254612.2	DNAJB6P1
chr11	128095758	128183671	+	ENSG00000273415.3	LINC02725
chr11	128208749	128241441	+	ENSG00000272575.7	LINC02098
chr11	128290393	128294371	+	ENSG00000289398.1	ENSG00000289398
chr11	128301735	128302593	-	ENSG00000289093.1	ENSG00000289093
chr11	128458761	128587558	-	ENSG00000134954.14	ETS1
chr11	128522390	128522449	+	ENSG00000276176.1	MIR6090
chr11	128526142	128530389	+	ENSG00000254588.1	ETS1-AS1
chr11	128614340	128686922	-	ENSG00000245008.4	ENSG00000245008
chr11	128628978	128630045	+	ENSG00000288975.1	ENSG00000288975
chr11	128686535	128813267	+	ENSG00000151702.17	FLI1
chr11	128691672	128696023	-	ENSG00000254703.3	SENCR
chr11	128836315	128867373	-	ENSG00000151704.16	KCNJ1
chr11	128880325	128880668	-	ENSG00000255369.1	ENSG00000255369
chr11	128891356	128921163	+	ENSG00000120457.12	KCNJ5
chr11	128899565	128906044	-	ENSG00000174370.12	C11orf45
chr11	128934731	128943399	-	ENSG00000120471.16	TP53AIP1
chr11	128965060	129279324	-	ENSG00000134909.19	ARHGAP32
chr11	128993237	128993340	-	ENSG00000212597.1	RNU6-876P
chr11	129030459	129030572	+	ENSG00000206847.1	Y_RNA
chr11	129202966	129203070	+	ENSG00000199260.1	RNU6-874P
chr11	129295286	129296481	-	ENSG00000255259.2	ZNF123P
chr11	129375848	129452279	+	ENSG00000043039.7	BARX2
chr11	129537869	129538114	+	ENSG00000240121.1	RPS27P20
chr11	129591493	129612110	+	ENSG00000281386.1	ENSG00000281386
chr11	129612116	129617269	-	ENSG00000281097.1	LINC01395
chr11	129761713	129814690	-	ENSG00000287426.1	ENSG00000287426
chr11	129788064	129788190	-	ENSG00000255188.1	ENSG00000255188
chr11	129815848	129860003	+	ENSG00000151715.8	TMEM45B
chr11	129859837	129861941	-	ENSG00000289223.1	ENSG00000289223
chr11	129863636	129895590	-	ENSG00000170322.15	NFRKB
chr11	129899706	130002835	-	ENSG00000170325.16	PRDM10
chr11	130002938	130004356	+	ENSG00000233220.3	PRDM10-DT
chr11	130008586	130009765	+	ENSG00000255057.1	ENSG00000255057
chr11	130032866	130033220	-	ENSG00000255262.3	ELOBP2
chr11	130040365	130041071	+	ENSG00000255535.2	ENSG00000255535
chr11	130068147	130144811	+	ENSG00000084234.18	APLP2
chr11	130082495	130082781	-	ENSG00000244451.1	RPL34P21
chr11	130114251	130114335	-	ENSG00000274197.1	U4
chr11	130159782	130210362	+	ENSG00000149418.11	ST14
chr11	130226677	130314917	-	ENSG00000196323.14	ZBTB44
chr11	130285023	130285833	-	ENSG00000255358.1	NDUFAF2P2
chr11	130295641	130296946	+	ENSG00000255220.1	DDX18P5
chr11	130310180	130310476	+	ENSG00000272412.2	RN7SL778P
chr11	130314993	130403657	+	ENSG00000175773.14	ZBTB44-DT
chr11	130404923	130428609	-	ENSG00000134917.10	ADAMTS8
chr11	130448645	130476645	+	ENSG00000166106.4	ADAMTS15
chr11	130544643	130544856	-	ENSG00000255155.1	ENSG00000255155
chr11	130546799	130547429	-	ENSG00000236616.3	BAK1P2
chr11	130666735	130666803	+	ENSG00000274999.1	MIR8052
chr11	130672956	130717352	+	ENSG00000175728.4	LINC02873
chr11	130771413	130785533	-	ENSG00000288013.1	ENSG00000288013
chr11	130789231	130791025	-	ENSG00000255352.1	PPP1R10P1
chr11	130844191	130865561	-	ENSG00000254842.6	LINC02551
chr11	130866250	130916479	-	ENSG00000120451.11	SNX19
chr11	130866254	130870247	-	ENSG00000255455.2	ENSG00000255455
chr11	131004128	131004429	-	ENSG00000242673.3	RN7SL167P
chr11	131187022	131189753	+	ENSG00000236129.1	ENSG00000236129
chr11	131204999	131215163	+	ENSG00000227125.1	ENSG00000227125
chr11	131234538	131251816	+	ENSG00000237612.1	ENSG00000237612
chr11	131253360	131350917	+	ENSG00000231698.3	ENSG00000231698
chr11	131370478	132336822	+	ENSG00000182667.15	NTM
chr11	131385249	131385363	+	ENSG00000252351.1	RNU6ATAC12P
chr11	131502735	131540867	-	ENSG00000237654.6	ENSG00000237654
chr11	131542030	131581145	-	ENSG00000285980.2	ENSG00000285980
chr11	131622451	131663583	-	ENSG00000224795.3	NTM-AS1
chr11	131770795	131771638	-	ENSG00000271624.1	ENSG00000271624
chr11	131877680	131897108	-	ENSG00000238117.1	ENSG00000238117
chr11	131981096	131984661	-	ENSG00000224700.2	ENSG00000224700
chr11	132284302	132285081	+	ENSG00000238262.1	NTM-IT
chr11	132403360	132404060	-	ENSG00000279090.1	ENSG00000279090
chr11	132414977	133532501	-	ENSG00000183715.14	OPCML
chr11	132525809	132525887	+	ENSG00000283489.1	U6
chr11	132771623	132773371	-	ENSG00000279497.1	ENSG00000279497
chr11	132859245	132860077	-	ENSG00000255371.1	OPCML-IT2
chr11	133064697	133068129	+	ENSG00000279711.1	ENSG00000279711
chr11	133297189	133302634	-	ENSG00000279189.1	ENSG00000279189
chr11	133360029	133366080	-	ENSG00000254896.1	OPCML-IT1
chr11	133532415	133549866	+	ENSG00000287068.1	ENSG00000287068
chr11	133783671	133810376	-	ENSG00000255258.2	LINC02743
chr11	133840631	133845538	-	ENSG00000166118.8	SPATA19
chr11	133864877	133865627	-	ENSG00000213153.3	ENSG00000213153
chr11	133896438	133956968	-	ENSG00000080854.16	IGSF9B
chr11	133898504	133898581	-	ENSG00000284020.1	MIR4697
chr11	134008215	134030167	+	ENSG00000255406.3	LINC02730
chr11	134032216	134067936	+	ENSG00000204241.9	LINC02731
chr11	134035832	134037107	-	ENSG00000254648.1	ENSG00000254648
chr11	134069071	134152001	+	ENSG00000166086.13	JAM3
chr11	134123828	134124329	-	ENSG00000254481.1	PTP4A2P2
chr11	134150113	134225504	-	ENSG00000151503.14	NCAPD3
chr11	134173095	134173680	+	ENSG00000254616.1	ENSG00000254616
chr11	134178824	134186166	+	ENSG00000255348.1	ENSG00000255348
chr11	134224671	134247788	+	ENSG00000151502.11	VPS26B
chr11	134248279	134253370	-	ENSG00000151500.15	THYN1
chr11	134253548	134265855	+	ENSG00000151498.12	ACAD8
chr11	134274245	134319564	+	ENSG00000166105.16	GLB1L3
chr11	134275280	134276201	-	ENSG00000289399.1	ENSG00000289399
chr11	134316782	134317088	-	ENSG00000254442.1	ENSG00000254442
chr11	134331874	134378341	+	ENSG00000149328.15	GLB1L2
chr11	134378504	134412242	-	ENSG00000109956.13	B3GAT1
chr11	134412284	134505665	+	ENSG00000255545.8	B3GAT1-DT
chr11	134563396	134573056	+	ENSG00000254573.1	ENSG00000254573
chr11	134655769	134661206	+	ENSG00000286374.1	ENSG00000286374
chr11	134671426	134672024	-	ENSG00000254989.1	ENSG00000254989
chr11	134685044	134702004	-	ENSG00000285640.1	ENSG00000285640
chr11	134712539	134716250	+	ENSG00000255344.2	LINC02706
chr11	134735596	134763810	+	ENSG00000251226.1	LINC02714
chr11	134945118	134980574	-	ENSG00000287251.1	ENSG00000287251
chr11	134950708	134951568	+	ENSG00000255327.1	LINC02697
chr11	134985683	134986799	+	ENSG00000279046.1	ENSG00000279046
chr11	134994982	135007779	-	ENSG00000285735.2	LINC02717
chr11	135061781	135075908	-	ENSG00000255512.2	LINC02684
